PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"7741018","Portal-systemic encephalopathy: a disorder of multiple neurotransmitter systems","Butterworth RF.","Adv Exp Med Biol. 1994;368:79-88.","Butterworth RF","Adv Exp Med Biol","1994","1994/01/01","","",""
"19230941","[Major mechanisms involved in the synaptic transmission of the neuromuscular apparatus]","Rigoard S, Wager M, Buffenoir K, Bauche S, Giot JP, Maixent JM, Rigoard P.","Neurochirurgie. 2009 Mar;55 Suppl 1:S22-33. doi: 10.1016/j.neuchi.2008.03.011. Epub 2009 Feb 20.","Rigoard S","Neurochirurgie","2009","2009/02/24","","","10.1016/j.neuchi.2008.03.011"
"30501426","The engagement of brain cytochrome P450 in the metabolism of endogenous neuroactive substrates: a possible role in mental disorders","Haduch A, Daniel WA.","Drug Metab Rev. 2018 Nov;50(4):415-429. doi: 10.1080/03602532.2018.1554674. Epub 2019 Jan 7.","Haduch A","Drug Metab Rev","2018","2018/12/04","","","10.1080/03602532.2018.1554674"
"17010384","Boolean network analysis of a neurotransmitter signaling pathway","Gupta S, Bisht SS, Kukreti R, Jain S, Brahmachari SK.","J Theor Biol. 2007 Feb 7;244(3):463-9. doi: 10.1016/j.jtbi.2006.08.014. Epub 2006 Aug 26.","Gupta S","J Theor Biol","2007","2006/10/03","","","10.1016/j.jtbi.2006.08.014"
"6140908","Composition and control of secretion of airway mucus","Widdicombe JG.","Arch Monaldi. 1982 Jan-Apr;37(1-2):19-26.","Widdicombe JG","Arch Monaldi","1982","1982/01/01","","",""
"8646762","The distribution and partial characterization of FMRFamide-related peptides in the salivary glands of the locust, Locusta migratoria","Fusé M, Ali DW, Orchard I.","Cell Tissue Res. 1996 Jun;284(3):425-33. doi: 10.1007/s004410050603.","Fusé M","Cell Tissue Res","1996","1996/06/01","","","10.1007/s004410050603"
"30597586","Sensitive determination of monoamine neurotransmitters, their main metabolites and precursor amino acids in different mouse brain components by liquid chromatography-electrospray tandem mass spectrometry after selective sample clean-up","Sørensen LK, Johannsen M.","Biomed Chromatogr. 2019 Apr;33(4):e4479. doi: 10.1002/bmc.4479. Epub 2019 Jan 11.","Sørensen LK","Biomed Chromatogr","2019","2019/01/01","","","10.1002/bmc.4479"
"2894331","Daily changes in the mouse cingulate cortex responsivity to neurotransmitters and depolarizing medium: an extracellular in vitro study","Bijak M.","Gen Pharmacol. 1988;19(1):107-11. doi: 10.1016/0306-3623(88)90014-6.","Bijak M","Gen Pharmacol","1988","1988/01/01","","","10.1016/0306-3623(88)90014-6"
"17710262","Carbon nanotube-modified microelectrodes for simultaneous detection of dopamine and serotonin in vivo","Swamy BE, Venton BJ.","Analyst. 2007 Sep;132(9):876-84. doi: 10.1039/b705552h. Epub 2007 Jul 5.","Swamy BE","Analyst","2007","2007/08/22","","","10.1039/b705552h"
"27336704","Validated methods for determination of neurotransmitters and metabolites in rodent brain tissue and extracellular fluid by reversed phase UHPLC-MS/MS","Bergh MS, Bogen IL, Lundanes E, Øiestad ÅML.","J Chromatogr B Analyt Technol Biomed Life Sci. 2016 Aug 15;1028:120-129. doi: 10.1016/j.jchromb.2016.06.011. Epub 2016 Jun 7.","Bergh MS","J Chromatogr B Analyt Technol Biomed Life Sci","2016","2016/06/24","","","10.1016/j.jchromb.2016.06.011"
"2859123","[The mechanism of the analgesic action of the alkaloid of Aristolochia kwangsiensis]","Hong GX.","Zhong Yao Tong Bao. 1985 Jan;10(1):38-41.","Hong GX","Zhong Yao Tong Bao","1985","1985/01/01","","",""
"240490","Presynaptic inhibition: detection through statistical analsis of impulse trains","Perkel DH.","Brain Res. 1975 Oct 17;96(2):330-6. doi: 10.1016/0006-8993(75)90743-x.","Perkel DH","Brain Res","1975","1975/10/17","","","10.1016/0006-8993(75)90743-x"
"24573790","Solid-phase microextraction: a complementary in vivo sampling method to microdialysis","Cudjoe E, Bojko B, de Lannoy I, Saldivia V, Pawliszyn J.","Angew Chem Int Ed Engl. 2013 Nov 11;52(46):12124-6. doi: 10.1002/anie.201304538. Epub 2013 Sep 23.","Cudjoe E","Angew Chem Int Ed Engl","2013","2014/02/28","","","10.1002/anie.201304538"
"8096387","[Neuronal and immune interactions]","Yokoyama MM.","No To Hattatsu. 1993 Mar;25(2):114-21.","Yokoyama MM","No To Hattatsu","1993","1993/03/01","","",""
"1977528","[Molecular basis of disease in old age and possibilities of its therapy]","Valchár M.","Cesk Psychiatr. 1990 Jun;86(3):195-204.","Valchár M","Cesk Psychiatr","1990","1990/06/01","","",""
"2884894","[Neuroendocrine functional regulation of the reproductive system]","Tumilovich LG.","Akush Ginekol (Mosk). 1987 Mar;(3):3-6.","Tumilovich LG","Akush Ginekol (Mosk)","1987","1987/03/01","","",""
"28258515","Richard Kvetnansky: His Great Contributions to Research on Catecholamines and Other Neurotransmitters in Relation to Stress","Nagatsu T.","Cell Mol Neurobiol. 2018 Jan;38(1):5-6. doi: 10.1007/s10571-017-0480-6.","Nagatsu T","Cell Mol Neurobiol","2018","2017/03/05","","","10.1007/s10571-017-0480-6"
"25891026","Endogenous hydrogen peroxide in the hypothalamic paraventricular nucleus regulates neurohormonal excitation in high salt-induced hypertension","Zhang M, Qin DN, Suo YP, Su Q, Li HB, Miao YW, Guo J, Feng ZP, Qi J, Gao HL, Mu JJ, Zhu GQ, Kang YM.","Toxicol Lett. 2015 Jun 15;235(3):206-15. doi: 10.1016/j.toxlet.2015.04.008. Epub 2015 Apr 16.","Zhang M","Toxicol Lett","2015","2015/04/21","","","10.1016/j.toxlet.2015.04.008"
"15129169","Role of Ca2+ in induction of neurotransmitter-related gene expression by butyrate","Zia MT, Nankova BB, Krishnan K, Gueorguiev VD, Frenz CM, Sabban EL, La Gamma EF.","Neuroreport. 2004 May 19;15(7):1177-81. doi: 10.1097/00001756-200405190-00019.","Zia MT","Neuroreport","2004","2004/05/07","","","10.1097/00001756-200405190-00019"
"10995847","The role of identified neurotransmitter systems in the response of insular cortex to unfamiliar taste: activation of ERK1-2 and formation of a memory trace","Berman DE, Hazvi S, Neduva V, Dudai Y.","J Neurosci. 2000 Sep 15;20(18):7017-23. doi: 10.1523/JNEUROSCI.20-18-07017.2000.","Berman DE","J Neurosci","2000","2000/09/21","PMC6772803","","10.1523/JNEUROSCI.20-18-07017.2000"
"6138345","Skin-testing with neurotransmitters in schizophrenic patients","Gambill JD, Koebele KR, Mendes RW, Karabelas AN, Kornetsky C.","J Clin Psychiatry. 1983 Sep;44(9):321-5.","Gambill JD","J Clin Psychiatry","1983","1983/09/01","","",""
"12683815","A mesoporous silica nanosphere-based carrier system with chemically removable CdS nanoparticle caps for stimuli-responsive controlled release of neurotransmitters and drug molecules","Lai CY, Trewyn BG, Jeftinija DM, Jeftinija K, Xu S, Jeftinija S, Lin VS.","J Am Chem Soc. 2003 Apr 16;125(15):4451-9. doi: 10.1021/ja028650l.","Lai CY","J Am Chem Soc","2003","2003/04/10","","","10.1021/ja028650l"
"31765649","Special issue on neurotransmitter transporters","Chaudhry FA, Loland CJ, Ortega A, Schousboe A.","Neuropharmacology. 2019 Dec 15;161:107859. doi: 10.1016/j.neuropharm.2019.107859. Epub 2019 Nov 22.","Chaudhry FA","Neuropharmacology","2019","2019/11/26","","","10.1016/j.neuropharm.2019.107859"
"2878983","Neuropeptides as regulators of consummatory behaviors","Levine AS, Morley JE, Gosnell BA, Billington CJ, Krahn DD.","J Nutr. 1986 Nov;116(11):2067-77. doi: 10.1093/jn/116.11.2067.","Levine AS","J Nutr","1986","1986/11/01","","","10.1093/jn/116.11.2067"
"10428413","Amphetamine increases the extracellular concentration of glutamate in striatum of the awake rat: involvement of high affinity transporter mechanisms","Del Arco A, González-Mora JL, Armas VR, Mora F.","Neuropharmacology. 1999 Jul;38(7):943-54. doi: 10.1016/s0028-3908(99)00043-x.","Del Arco A","Neuropharmacology","1999","1999/07/31","","","10.1016/s0028-3908(99)00043-x"
"6118942","Ultrastructural identification of neurotransmitters","Burnstock G.","Scand J Gastroenterol Suppl. 1981;70:1-9.","Burnstock G","Scand J Gastroenterol Suppl","1981","1981/01/01","","",""
"6143435","Neurotransmitter imbalance in plasma and cerebrospinal fluid during dialytic treatment","Biasioli S, Chiaramonte S, Fabris A, Feriani M, Pisani E, Ronco C, Valli A, Dalla Fior T, D'Andrea G, La Greca G.","Trans Am Soc Artif Intern Organs. 1983;29:44-9.","Biasioli S","Trans Am Soc Artif Intern Organs","1983","1983/01/01","","",""
"21683095","Continuous monitoring of hypothalamic neurotransmitters and thermoregulatory responses in exercising rats","Hasegawa H, Takatsu S, Ishiwata T, Tanaka H, Sarre S, Meeusen R.","J Neurosci Methods. 2011 Nov 15;202(2):119-23. doi: 10.1016/j.jneumeth.2011.05.024. Epub 2011 Jun 12.","Hasegawa H","J Neurosci Methods","2011","2011/06/21","","","10.1016/j.jneumeth.2011.05.024"
"4402889","The autonomic nervous system and some aspects of the use of autonomic drugs in children. I","Loggie JM, Van Maanen EF.","J Pediatr. 1972 Aug;81(2):205-16. doi: 10.1016/s0022-3476(72)80286-5.","Loggie JM","J Pediatr","1972","1972/08/01","","","10.1016/s0022-3476(72)80286-5"
"6131381","Calcium channel modulation by neurotransmitters, enzymes and drugs","Reuter H.","Nature. 1983 Feb 17-23;301(5901):569-74. doi: 10.1038/301569a0.","Reuter H","Nature","1983","1983/02/17","","","10.1038/301569a0"
"1683039","Influence of aging on the rat urinary bladder function","Saito M, Gotoh M, Kato K, Kondo A.","Urol Int. 1991;47 Suppl 1:39-42. doi: 10.1159/000282247.","Saito M","Urol Int","1991","1991/01/01","","","10.1159/000282247"
"1672687","Glutamic acid and gamma-aminobutyric acid neurotransmitters in central control of breathing","Kazemi H, Hoop B.","J Appl Physiol (1985). 1991 Jan;70(1):1-7. doi: 10.1152/jappl.1991.70.1.1.","Kazemi H","J Appl Physiol (1985)","1991","1991/01/01","","","10.1152/jappl.1991.70.1.1"
"9330422","Nerve growth factors and the control of neurotransmitter phenotype selection in the mammalian central nervous system","Zhou J, Bradford HF.","Prog Neurobiol. 1997 Sep;53(1):27-43. doi: 10.1016/s0301-0082(97)00030-0.","Zhou J","Prog Neurobiol","1997","1997/10/23","","","10.1016/s0301-0082(97)00030-0"
"19597366","Neurohormonal regulation of cardiac ion channels in chronic heart failure","Kurokawa J, Abriel H.","J Cardiovasc Pharmacol. 2009 Aug;54(2):98-105. doi: 10.1097/FJC.0b013e3181b2b6d4.","Kurokawa J","J Cardiovasc Pharmacol","2009","2009/07/15","","","10.1097/FJC.0b013e3181b2b6d4"
"26903509","60 YEARS OF POMC: Lipotropin and beta-endorphin: a perspective","Smyth DG.","J Mol Endocrinol. 2016 May;56(4):T13-25. doi: 10.1530/JME-16-0033. Epub 2016 Feb 22.","Smyth DG","J Mol Endocrinol","2016","2016/02/24","","","10.1530/JME-16-0033"
"8938758","Glutamate as a putative neurotransmitter in the mollusc, Lymnaea stagnalis","Nesic OB, Magoski NS, McKenney KK, Syed NI, Lukowiak K, Bulloch AG.","Neuroscience. 1996 Dec;75(4):1255-69. doi: 10.1016/0306-4522(96)00241-2.","Nesic OB","Neuroscience","1996","1996/12/01","","","10.1016/0306-4522(96)00241-2"
"23336036","Future directions for serotonin and antidepressants","Artigas F.","ACS Chem Neurosci. 2013 Jan 16;4(1):5-8. doi: 10.1021/cn3001125.","Artigas F","ACS Chem Neurosci","2013","2013/01/22","PMC3547492","","10.1021/cn3001125"
"7682720","Neurotransmitter functions of mammalian tachykinins","Otsuka M, Yoshioka K.","Physiol Rev. 1993 Apr;73(2):229-308. doi: 10.1152/physrev.1993.73.2.229.","Otsuka M","Physiol Rev","1993","1993/04/01","","","10.1152/physrev.1993.73.2.229"
"2904504","The organization of the cholinergic synapse","Whittaker VP.","Keio J Med. 1988 Sep;37(3):234-54. doi: 10.2302/kjm.37.234.","Whittaker VP","Keio J Med","1988","1988/09/01","","","10.2302/kjm.37.234"
"9375983","GABA(A)-receptor subtypes: clinical efficacy and selectivity of benzodiazepine site ligands","Korpi ER, Mattila MJ, Wisden W, Lüddens H.","Ann Med. 1997 Aug;29(4):275-82. doi: 10.3109/07853899708999348.","Korpi ER","Ann Med","1997","1997/08/01","","","10.3109/07853899708999348"
"8879833","Challenges in developing P2 purinoceptor-based therapeutics","Williams M.","Ciba Found Symp. 1996;198:309-21. doi: 10.1002/9780470514900.ch18.","Williams M","Ciba Found Symp","1996","1996/01/01","","","10.1002/9780470514900.ch18"
"22498047","Selective expression of a neuromodulatory cytokine (IL-2) in specific brainstem neurovegetative centers: a possible final common neuro-molecular pathway in dying patients","Kadhim H, Deltenre P, Segers V, Sébire G.","Med Hypotheses. 2012 Jun;78(6):793-5. doi: 10.1016/j.mehy.2012.03.010. Epub 2012 Apr 11.","Kadhim H","Med Hypotheses","2012","2012/04/14","","","10.1016/j.mehy.2012.03.010"
"16776661","Calcium ions and integration in neural circuits","Verkhratsky A.","Acta Physiol (Oxf). 2006 Jul;187(3):357-69. doi: 10.1111/j.1748-1716.2006.01566.x.","Verkhratsky A","Acta Physiol (Oxf)","2006","2006/06/17","","","10.1111/j.1748-1716.2006.01566.x"
"6148266","Agonist radioligands for identifying functional neurotransmitter receptors. Introduction","Roeske WR.","Fed Proc. 1984 Oct;43(13):2765-6.","Roeske WR","Fed Proc","1984","1984/10/01","","",""
"12482724","Pharmacology of transmission to gastrointestinal muscle","Lecci A, Santicioli P, Maggi CA.","Curr Opin Pharmacol. 2002 Dec;2(6):630-41. doi: 10.1016/s1471-4892(02)00225-4.","Lecci A","Curr Opin Pharmacol","2002","2002/12/17","","","10.1016/s1471-4892(02)00225-4"
"21800127","1,3,5,7-tetramethyl-8-(N-hydroxysuccinimidyl butyric ester)difluoroboradiaza-s-indacene as a new fluorescent labeling reagent for HPLC determination of amino acid neurotransmitters in the cerebral cortex of mice","Zhang ZX, Gao PF, Guo XF, Wang H, Zhang HS.","Anal Bioanal Chem. 2011 Oct;401(6):1905-14. doi: 10.1007/s00216-011-5253-3. Epub 2011 Jul 29.","Zhang ZX","Anal Bioanal Chem","2011","2011/07/30","","","10.1007/s00216-011-5253-3"
"2888492","Phospholipidic second messengers and calcium","Combettes L, Berthon B, Claret M.","Biochimie. 1987 Apr;69(4):281-6. doi: 10.1016/0300-9084(87)90018-6.","Combettes L","Biochimie","1987","1987/04/01","","","10.1016/0300-9084(87)90018-6"
"8094894","[Neurotransporters : new aspects of the mechanism of action of psychotropic drugs]","Lesch KP, Beckmann H.","Nervenarzt. 1993 Jan;64(1):75-9.","Lesch KP","Nervenarzt","1993","1993/01/01","","",""
"22545854","Neuromodulation of behavioral and cognitive development across the life span","Li SC.","Dev Psychol. 2012 May;48(3):810-4. doi: 10.1037/a0027813.","Li SC","Dev Psychol","2012","2012/05/02","","","10.1037/a0027813"
"38102","[Inhibition in neurophysiology]","Bathien N.","Encephale. 1978;4(5 Suppl):481-8.","Bathien N","Encephale","1978","1978/01/01","","",""
"8667830","[Belching, flatus, breath. Measurements of airborne nitric oxide in the non-invasive diagnosis of inflammation]","Lundberg J, Lundberg JM, Alving K, Weitzberg E.","Lakartidningen. 1996 May 15;93(20):1945-8.","Lundberg J","Lakartidningen","1996","1996/05/15","","",""
"14358","[Neurochemical methods]","Agid Y.","Rev Electroencephalogr Neurophysiol Clin. 1976 Oct-Dec;6(4):444-6. doi: 10.1016/s0370-4475(76)80003-2.","Agid Y","Rev Electroencephalogr Neurophysiol Clin","1976","1976/10/01","","","10.1016/s0370-4475(76)80003-2"
"7916469","Presynaptic plasticity: the regulation of Ca(2+)-dependent transmitter release","Verhage M, Ghijsen WE, Lopes da Silva FH.","Prog Neurobiol. 1994 Mar;42(4):539-74. doi: 10.1016/0301-0082(94)90050-7.","Verhage M","Prog Neurobiol","1994","1994/03/01","","","10.1016/0301-0082(94)90050-7"
"29259","The action of putative transmitters and related compounds on neurones in the abdominal ganglia of the horse-shoe crab, Limulus polyphemus","Walker RJ, James VA.","Neuropharmacology. 1978 Sep;17(9):765-9. doi: 10.1016/0028-3908(78)90091-6.","Walker RJ","Neuropharmacology","1978","1978/09/01","","","10.1016/0028-3908(78)90091-6"
"6109573","[Role of the central aminergic system in the development of motor activity in the embryo]","Sedlácek J.","Cesk Fysiol. 1980;29(6):517-40.","Sedlácek J","Cesk Fysiol","1980","1980/01/01","","",""
"27155126","Simultaneous imaging of multiple neurotransmitters and neuroactive substances in the brain by desorption electrospray ionization mass spectrometry","Shariatgorji M, Strittmatter N, Nilsson A, Källback P, Alvarsson A, Zhang X, Vallianatou T, Svenningsson P, Goodwin RJ, Andren PE.","Neuroimage. 2016 Aug 1;136:129-38. doi: 10.1016/j.neuroimage.2016.05.004. Epub 2016 May 4.","Shariatgorji M","Neuroimage","2016","2016/05/08","","","10.1016/j.neuroimage.2016.05.004"
"9784930","Generation and entrainment of circadian rhythms","Kennaway DJ.","Clin Exp Pharmacol Physiol. 1998 Oct;25(10):862-5. doi: 10.1111/j.1440-1681.1998.tb02168.x.","Kennaway DJ","Clin Exp Pharmacol Physiol","1998","1998/10/24","","","10.1111/j.1440-1681.1998.tb02168.x"
"8737006","Voice of the victims--the key to consensus and support for alcoholism research","O'Neill JT.","Alcohol Alcohol. 1996 Mar;31 Suppl 1:83-7.","O'Neill JT","Alcohol Alcohol","1996","1996/03/01","","",""
"9662724","Biological bases of anxiety","Clement Y, Chapouthier G.","Neurosci Biobehav Rev. 1998 Sep;22(5):623-33. doi: 10.1016/s0149-7634(97)00058-4.","Clement Y","Neurosci Biobehav Rev","1998","1998/07/15","","","10.1016/s0149-7634(97)00058-4"
"29630902","Repurposing and repositioning neurosteroids in the treatment of traumatic brain injury: A report from the trenches","Stein DG, Sayeed I.","Neuropharmacology. 2019 Mar 15;147:66-73. doi: 10.1016/j.neuropharm.2018.04.006. Epub 2018 Apr 6.","Stein DG","Neuropharmacology","2019","2018/04/10","","","10.1016/j.neuropharm.2018.04.006"
"4106394","The distinct nature of the sustained dilator system: evidence against the pseudotransmitter hypothesis","Pollard AA, Beck L.","J Pharmacol Exp Ther. 1971 Oct;179(1):132-43.","Pollard AA","J Pharmacol Exp Ther","1971","1971/10/01","","",""
"26310159","Molecular and Biochemical Aspects of the Retina on Refraction","Chakraborty R, Pardue MT.","Prog Mol Biol Transl Sci. 2015;134:249-67. doi: 10.1016/bs.pmbts.2015.06.013. Epub 2015 Jul 15.","Chakraborty R","Prog Mol Biol Transl Sci","2015","2015/08/28","PMC5588150","NIHMS723936","10.1016/bs.pmbts.2015.06.013"
"21984200","Influence of intraventricular application of baclofen on arterial blood pressure and neurotransmitter concentrations in the hypothalamic paraventricular nucleus of rats","Czell D, Efe T, Preuss M, Schofer MD, Becker R.","Neurochem Res. 2012 Feb;37(2):381-6. doi: 10.1007/s11064-011-0621-0. Epub 2011 Oct 9.","Czell D","Neurochem Res","2012","2011/10/11","","","10.1007/s11064-011-0621-0"
"12600701","A review of 25 years of the social interaction test","File SE, Seth P.","Eur J Pharmacol. 2003 Feb 28;463(1-3):35-53. doi: 10.1016/s0014-2999(03)01273-1.","File SE","Eur J Pharmacol","2003","2003/02/26","","","10.1016/s0014-2999(03)01273-1"
"9159174","Identification of chemical synapses in the pharynx of Caenorhabditis elegans","Li H, Avery L, Denk W, Hess GP.","Proc Natl Acad Sci U S A. 1997 May 27;94(11):5912-6. doi: 10.1073/pnas.94.11.5912.","Li H","Proc Natl Acad Sci U S A","1997","1997/05/27","PMC20880","","10.1073/pnas.94.11.5912"
"28714881","Assessment of Enzyme Inhibition: A Review with Examples from the Development of Monoamine Oxidase and Cholinesterase Inhibitory Drugs","Ramsay RR, Tipton KF.","Molecules. 2017 Jul 15;22(7):1192. doi: 10.3390/molecules22071192.","Ramsay RR","Molecules","2017","2017/07/18","PMC6152246","","10.3390/molecules22071192"
"1982181","Receptor-regulated calcium entry","Putney JW Jr.","Pharmacol Ther. 1990;48(3):427-34. doi: 10.1016/0163-7258(90)90059-b.","Putney JW Jr","Pharmacol Ther","1990","1990/01/11","","","10.1016/0163-7258(90)90059-b"
"10819232","Autonomic regulation of islet hormone secretion--implications for health and disease","Ahrén B.","Diabetologia. 2000 Apr;43(4):393-410. doi: 10.1007/s001250051322.","Ahrén B","Diabetologia","2000","2000/05/20","","","10.1007/s001250051322"
"6137932","The effect of certain neurotransmitters on the analgesic action of enkephalinamide","Laskawiec G, Herman ZS.","Acta Physiol Pol. 1982 Sep-Dec;33(5-6):559-66.","Laskawiec G","Acta Physiol Pol","1982","1982/09/01","","",""
"5689","Effects of lithium on catecholamines and other brain neurotransmitters","Murphy DL.","Neurosci Res Program Bull. 1976 Apr;14(2):165-9.","Murphy DL","Neurosci Res Program Bull","1976","1976/04/01","","",""
"2861547","Proctolin: a potent inhibitor of aminoenkephalinase","Hui KS, Hui MP, Ling N, Lajtha A.","Life Sci. 1985 Jun 17;36(24):2309-15. doi: 10.1016/0024-3205(85)90320-0.","Hui KS","Life Sci","1985","1985/06/17","","","10.1016/0024-3205(85)90320-0"
"12532767","[Orexin--a view discovery in obese research]","He TP.","Sheng Li Ke Xue Jin Zhan. 2000 Jan;31(1):47-9.","He TP","Sheng Li Ke Xue Jin Zhan","2000","2003/01/21","","",""
"2905655","[Hepatic encephalopathy]","Ferenci P.","Ergeb Inn Med Kinderheilkd. 1988;57:1-36.","Ferenci P","Ergeb Inn Med Kinderheilkd","1988","1988/01/01","","",""
"31440782","Use of mTRAQ derivatization reagents on tissues for imaging neurotransmitters by MALDI imaging mass spectrometry: the triple spray method","Ito T, Hiramoto M.","Anal Bioanal Chem. 2019 Oct;411(26):6847-6856. doi: 10.1007/s00216-019-02052-1. Epub 2019 Aug 22.","Ito T","Anal Bioanal Chem","2019","2019/08/24","PMC6834748","","10.1007/s00216-019-02052-1"
"6102835","[Effect of parathyroid hormone on blood neuromediators during a neurodystrophic process]","Azhipa IaI, Egorova LK.","Zh Obshch Biol. 1980 Mar-Apr;41(2):210-8.","Azhipa IaI","Zh Obshch Biol","1980","1980/03/01","","",""
"31603552","Pathogenesis of Cluster Headache: From Episodic to Chronic Form, the Role of Neurotransmitters and Neuromodulators","D'Andrea G, Gucciardi A, Perini F, Leon A.","Headache. 2019 Oct;59(9):1665-1670. doi: 10.1111/head.13673.","D'Andrea G","Headache","2019","2019/10/12","","","10.1111/head.13673"
"14770363","[Endocannabinoids in the central nervous system]","Venance L, Maldonado R, Manzoni O.","Med Sci (Paris). 2004 Jan;20(1):45-53. doi: 10.1051/medsci/200420145.","Venance L","Med Sci (Paris)","2004","2004/02/11","","","10.1051/medsci/200420145"
"10668550","[Analysis of extracellular substances with microdialysis]","Nakahara D, Kato T.","Nihon Seirigaku Zasshi. 1999;61(10):363-75.","Nakahara D","Nihon Seirigaku Zasshi","1999","2000/02/11","","",""
"10639698","Implementation of the microdialysis method in the hamster dorsal skinfold chamber","Harris AG, Schropp A, Schütze E, Krombach F, Messmer K.","Res Exp Med (Berl). 1999 Dec;199(3):141-52. doi: 10.1007/s004330050119.","Harris AG","Res Exp Med (Berl)","1999","2000/01/20","","","10.1007/s004330050119"
"21287352","Paraventricular nucleus corticotrophin releasing hormone contributes to sympathoexcitation via interaction with neurotransmitters in heart failure","Kang YM, Zhang AQ, Zhao XF, Cardinale JP, Elks C, Cao XM, Zhang ZW, Francis J.","Basic Res Cardiol. 2011 May;106(3):473-83. doi: 10.1007/s00395-011-0155-2. Epub 2011 Feb 2.","Kang YM","Basic Res Cardiol","2011","2011/02/03","PMC3118407","NIHMS275163","10.1007/s00395-011-0155-2"
"14398345","Studies on the release of the adrenergic neurotransmitter in the perfused ox spleen. II. Effects of various membrane active substances","VON EULER US, STJARNE L.","Acta Physiol Scand Suppl. 1955;33(118):70-4.","VON EULER US","Acta Physiol Scand Suppl","1955","1955/01/01","","",""
"20211177","Recent insights into the building and cycling of synaptic vesicles","Shupliakov O, Brodin L.","Exp Cell Res. 2010 May 1;316(8):1344-50. doi: 10.1016/j.yexcr.2010.02.035. Epub 2010 Mar 6.","Shupliakov O","Exp Cell Res","2010","2010/03/10","","","10.1016/j.yexcr.2010.02.035"
"7685502","Characterization of sensory neurotransmission and its inhibition via alpha 2B-adrenoceptors and via non-alpha 2-receptors in rabbit iris","Fuder H, Selbach M.","Naunyn Schmiedebergs Arch Pharmacol. 1993 Apr;347(4):394-401. doi: 10.1007/BF00165389.","Fuder H","Naunyn Schmiedebergs Arch Pharmacol","1993","1993/04/01","","","10.1007/BF00165389"
"9874522","Neurotransmitter system markers in adult barrel field","Czupryn A, Kossut M, Skangiel-Kramska J.","Somatosens Mot Res. 1998;15(3):230-2. doi: 10.1080/08990229870790.","Czupryn A","Somatosens Mot Res","1998","1999/01/05","","","10.1080/08990229870790"
"23866123","Large-volume sample stacking for in vivo monitoring of trace levels of γ-aminobutyric acid, glycine and glutamate in microdialysates of periaqueductal gray matter by capillary electrophoresis with contactless conductivity detection","Tůma P, Šustková-Fišerová M, Opekar F, Pavlíček V, Málková K.","J Chromatogr A. 2013 Aug 16;1303:94-9. doi: 10.1016/j.chroma.2013.06.019. Epub 2013 Jun 19.","Tůma P","J Chromatogr A","2013","2013/07/20","","","10.1016/j.chroma.2013.06.019"
"7741580","Nitric oxide and asthma","Zoritch B.","Arch Dis Child. 1995 Mar;72(3):259-62. doi: 10.1136/adc.72.3.259.","Zoritch B","Arch Dis Child","1995","1995/03/01","PMC1511045","","10.1136/adc.72.3.259"
"6136424","Coexistence of neuromodulators: biochemical and pharmacological consequences","Costa E.","Fed Proc. 1983 Sep;42(12):2910-1.","Costa E","Fed Proc","1983","1983/09/01","","",""
"9800142","The role of monoamine neurotransmitter systems in the nicotine discriminative stimulus","Mansbach RS, Rovetti CC, Freedland CS.","Drug Alcohol Depend. 1998 Oct 1;52(2):125-34. doi: 10.1016/s0376-8716(98)00085-4.","Mansbach RS","Drug Alcohol Depend","1998","1998/11/04","","","10.1016/s0376-8716(98)00085-4"
"2879494","Electrochemical measurements in brain extracellular fluid space","Adams RN.","Ann N Y Acad Sci. 1986;473:42-9. doi: 10.1111/j.1749-6632.1986.tb23602.x.","Adams RN","Ann N Y Acad Sci","1986","1986/01/01","","","10.1111/j.1749-6632.1986.tb23602.x"
"23375023","Re: Stereotactic microdialysis of the basal ganglia in Parkinson's disease. Author reply","Dizdar N, Zsigmond P, Kullman A, Dernroth Nezirevic D.","J Neurosci Methods. 2013 Jan 30;212(2):363. doi: 10.1016/j.jneumeth.2013.01.005.","Dizdar N","J Neurosci Methods","2013","2013/02/05","","","10.1016/j.jneumeth.2013.01.005"
"23375022","Re: Stereotactic microdialysis of the basal ganglia in Parkinson's disease","Fedele E, Stanzione P, Stefani A.","J Neurosci Methods. 2013 Jan 30;212(2):362. doi: 10.1016/j.jneumeth.2013.01.004.","Fedele E","J Neurosci Methods","2013","2013/02/05","","","10.1016/j.jneumeth.2013.01.004"
"2876568","[Neuroendocrinology--1986]","Vanderhaeghen JJ.","Acta Clin Belg. 1986;41(3):160-6. doi: 10.1080/22953337.1986.11735710.","Vanderhaeghen JJ","Acta Clin Belg","1986","1986/01/01","","","10.1080/22953337.1986.11735710"
"9112659","5-HT3 receptors and central effects of ethanol","Kostowski W.","Pol J Pharmacol. 1996 May-Jun;48(3):243-54.","Kostowski W","Pol J Pharmacol","1996","1996/05/01","","",""
"12830931","Future directions in substance dependence research","Nutt D, Lingford-Hughes A, Daglish M.","J Neural Transm Suppl. 2003;(64):95-103. doi: 10.1007/978-3-7091-6020-6_6.","Nutt D","J Neural Transm Suppl","2003","2003/07/02","","","10.1007/978-3-7091-6020-6_6"
